route_id,airline_icao,dep_airport_iata,arr_airport_iata,cabin_class,base_price_usd,taxes_usd,total_price_usd,currency,effective_from,effective_to,fare_code
R10675,VOI,DEN,GDL,Business,788.54,79.27,867.81,USD,2025-05-01,2025-08-31,J664
R10760,VOI,GDL,PHX,Economy,188.79,31.4,220.19,USD,2025-05-01,2025-08-31,Y795
R11278,VOI,GDL,PBC,Business,225.6,29.35,254.95,USD,2025-09-01,2025-12-31,J910
R10728,VOI,CJS,MTY,Economy,126.93,22.77,149.7,USD,2025-05-01,2025-08-31,Y300
R10419,VOI,NLU,GDL,Business,185.89,30.2,216.09,USD,2025-05-01,2025-08-31,J986
R10375,VOI,TGZ,MEX,Business,282.23,34.58,316.81,USD,2025-05-01,2025-08-31,J491
R10412,VOI,PVR,MTY,Economy,108.81,20.62,129.43,USD,2025-05-01,2025-08-31,Y746
R10074,AXM,SAI,KUL,Economy,176.8,32.89,209.69,USD,2025-05-01,2025-08-31,Y508
R11216,LNI,MDC,CAN,Economy,240.41,45.45,285.86,USD,2025-05-01,2025-08-31,Y402
R11088,LNI,TJQ,CGK,Economy,44.55,9.19,53.74,USD,2025-05-01,2025-08-31,Y284
R10500,VOI,VER,GDL,Economy,121.15,19.76,140.91,USD,2025-05-01,2025-08-31,Y370
R10939,LNI,KDI,UPG,Business,122.46,14.22,136.68,USD,2025-05-01,2025-08-31,J233
R10616,VOI,SLP,SAT,Economy,115.6,15.67,131.27,USD,2025-05-01,2025-08-31,Y293
R10114,AXM,KUL,KNO,Economy,62.63,13.1,75.73,USD,2025-05-01,2025-08-31,Y536
R10417,VOI,TLC,PVR,Business,283.93,40.73,324.66,USD,2025-05-01,2025-08-31,J359
R10601,VOI,LAX,BJX,Business,664.44,78.03,742.47,USD,2025-05-01,2025-08-31,J174
R10604,VOI,TPQ,TIJ,Economy,302.91,50.65,353.56,USD,2025-05-01,2025-08-31,Y393
R10978,LNI,DPS,UPG,Economy,65.42,11.48,76.9,USD,2025-05-01,2025-08-31,Y847
R10089,AXM,KUL,BKI,Business,496.86,69.84,566.7,USD,2025-05-01,2025-08-31,J782
R10966,LNI,CGK,TKG,Economy,40.33,6.26,46.59,USD,2025-05-01,2025-08-31,Y484
R11243,AAL,TPE,LAX,Economy,1290.14,191.31,1481.45,USD,2025-05-01,2025-08-31,Y629
R10753,VOI,MLM,TIJ,Business,626.08,75.04,701.12,USD,2025-05-01,2025-08-31,J780
R10498,VOI,QRO,TIJ,Economy,240.18,50.01,290.19,USD,2025-05-01,2025-08-31,Y769
R11182,LNI,PKY,SUB,Economy,55.86,11.71,67.57,USD,2025-05-01,2025-08-31,Y604
R11034,LNI,CGK,PDG,Economy,95.96,16.55,112.51,USD,2025-05-01,2025-08-31,Y682
R11032,LNI,DJB,CGK,Economy,55.61,11.07,66.68,USD,2025-05-01,2025-08-31,Y167
R10011,AXM,BKI,HGH,Business,803.68,83.85,887.53,USD,2025-05-01,2025-08-31,J769
R10396,VOI,GDL,SEA,Economy,336.72,61.92,398.64,USD,2025-05-01,2025-08-31,Y737
R11094,LNI,YIA,DPS,Economy,55.25,9.03,64.28,USD,2025-05-01,2025-08-31,Y539
R10555,VOI,GDL,TQO,Business,131.75,23.03,154.78,USD,2025-05-01,2025-08-31,J999
R10042,AXM,KUL,SRG,Economy,153.51,20.45,173.96,USD,2025-05-01,2025-08-31,Y457
R10167,AXM,KUL,JAI,Business,1043.74,131.29,1175.03,USD,2025-05-01,2025-08-31,J351
R10416,VOI,TLC,PVR,Economy,88.94,13.43,102.37,USD,2025-05-01,2025-08-31,Y507
R10576,VOI,LAX,AGU,Economy,234.53,50.09,284.62,USD,2025-05-01,2025-08-31,Y106
R10267,AXM,KUL,CMB,Business,630.75,83.76,714.51,USD,2025-05-01,2025-08-31,J770
R10946,LNI,MDC,CGK,Economy,169.18,25.76,194.94,USD,2025-05-01,2025-08-31,Y261
R10426,VOI,OAK,MLM,Economy,303.59,66.64,370.23,USD,2025-05-01,2025-08-31,Y284
R10690,VOI,MCO,MEX,Economy,245.22,37.55,282.77,USD,2025-05-01,2025-08-31,Y978
R10544,VOI,PVR,MXL,Economy,215.47,46.43,261.9,USD,2025-05-01,2025-08-31,Y923
R11217,LNI,MDC,CAN,Business,635.36,91.04,726.4,USD,2025-05-01,2025-08-31,J467
R10674,VOI,DEN,GDL,Economy,277.51,58.63,336.14,USD,2025-05-01,2025-08-31,Y775
R10689,VOI,TIJ,CLQ,Business,590.8,82.71,673.51,USD,2025-05-01,2025-08-31,J544
R11145,LNI,CGK,PNK,Business,201.87,31.92,233.79,USD,2025-05-01,2025-08-31,J964
R11271,AXM,KUL,MYY,Economy,167.41,23.67,191.08,USD,2025-09-01,2025-12-31,Y235
R10159,AXM,KBR,KCH,Business,391.12,59.81,450.93,USD,2025-05-01,2025-08-31,J170
R11035,LNI,CGK,PDG,Business,241.84,27.91,269.75,USD,2025-05-01,2025-08-31,J952
R10257,AXM,HAN,KUL,Business,601.08,82.0,683.08,USD,2025-05-01,2025-08-31,J429
R10993,LNI,UPG,MDC,Business,197.28,30.27,227.55,USD,2025-05-01,2025-08-31,J927
R10335,AXM,DLI,KUL,Business,393.54,69.93,463.47,USD,2025-05-01,2025-08-31,J151
R11015,LNI,SRG,BPN,Business,284.32,30.73,315.05,USD,2025-05-01,2025-08-31,J392
R10015,AXM,CAN,KUL,Business,605.6,69.45,675.05,USD,2025-05-01,2025-08-31,J573
R10515,VOI,MDW,MLM,Business,784.12,99.51,883.63,USD,2025-05-01,2025-08-31,J948
R10324,AXM,KUL,DAC,Economy,252.52,47.23,299.75,USD,2025-05-01,2025-08-31,Y860
R10768,VOI,TIJ,TLC,Economy,218.68,27.22,245.9,USD,2025-05-01,2025-08-31,Y827
R10607,VOI,MEX,MTY,Business,301.32,51.62,352.94,USD,2025-05-01,2025-08-31,J559
R11143,LNI,PKU,YIA,Business,401.56,55.52,457.08,USD,2025-05-01,2025-08-31,J531
R10924,LNI,UPG,BPN,Economy,64.84,10.84,75.68,USD,2025-05-01,2025-08-31,Y466
R10861,VOI,TIJ,QRO,Business,811.07,121.08,932.15,USD,2025-05-01,2025-08-31,J553
R10222,AXM,CAN,JHB,Economy,221.54,47.89,269.43,USD,2025-05-01,2025-08-31,Y956
R10179,AXM,KUL,MLE,Business,751.26,93.53,844.79,USD,2025-05-01,2025-08-31,J695
R10903,VOI,MTY,GDL,Business,264.41,28.88,293.29,USD,2025-05-01,2025-08-31,J858
R10099,AXM,KCH,BTU,Business,180.15,27.14,207.29,USD,2025-05-01,2025-08-31,J443
R10836,VOI,MEX,MXL,Economy,271.64,41.77,313.41,USD,2025-05-01,2025-08-31,Y691
R10757,VOI,GDL,SJD,Business,285.26,28.77,314.03,USD,2025-05-01,2025-08-31,J364
R10521,VOI,CUL,GDL,Business,307.61,54.56,362.17,USD,2025-05-01,2025-08-31,J901
R10761,VOI,GDL,PHX,Business,549.76,76.99,626.75,USD,2025-05-01,2025-08-31,J453
R10022,AXM,KOS,KUL,Economy,94.25,11.33,105.58,USD,2025-05-01,2025-08-31,Y499
R10356,VOI,TIJ,PVR,Economy,193.5,25.69,219.19,USD,2025-05-01,2025-08-31,Y819
R10733,VOI,BJX,SJD,Business,337.28,49.77,387.05,USD,2025-05-01,2025-08-31,J407
R11078,LNI,MDC,UPG,Economy,77.63,12.07,89.7,USD,2025-05-01,2025-08-31,Y862
R11203,LNI,DPS,SUB,Business,136.63,21.44,158.07,USD,2025-05-01,2025-08-31,J666
R10611,VOI,MIA,MEX,Business,610.22,109.49,719.71,USD,2025-05-01,2025-08-31,J502
R11105,LNI,SUB,CGK,Business,224.47,40.32,264.79,USD,2025-05-01,2025-08-31,J450
R10340,AXM,SIN,LGK,Economy,80.69,16.95,97.64,USD,2025-05-01,2025-08-31,Y102
R10431,VOI,QRO,LAX,Business,792.77,101.64,894.41,USD,2025-05-01,2025-08-31,J545
R10915,LNI,MKQ,DJJ,Business,205.87,22.03,227.9,USD,2025-05-01,2025-08-31,J492
R10217,AXM,KUL,HKG,Business,786.67,96.83,883.5,USD,2025-05-01,2025-08-31,J227
R10203,AXM,PDG,KUL,Business,186.16,25.0,211.16,USD,2025-05-01,2025-08-31,J682
R11046,LNI,YIA,PKU,Economy,127.68,18.06,145.74,USD,2025-05-01,2025-08-31,Y326
R11057,LNI,TTE,UPG,Business,258.06,36.37,294.43,USD,2025-05-01,2025-08-31,J778
R10093,AXM,KHH,BKI,Business,646.43,80.21,726.64,USD,2025-05-01,2025-08-31,J661
R10934,LNI,KOE,UPG,Economy,75.52,13.31,88.83,USD,2025-05-01,2025-08-31,Y292
R10068,AXM,KUL,HAN,Economy,229.0,36.91,265.91,USD,2025-05-01,2025-08-31,Y785
R11134,LNI,UPG,LUV,Economy,112.75,13.97,126.72,USD,2025-05-01,2025-08-31,Y397
R10284,AXM,KCH,PNK,Economy,41.13,6.83,47.96,USD,2025-05-01,2025-08-31,Y360
R10696,VOI,GDL,LAX,Economy,213.69,43.82,257.51,USD,2025-05-01,2025-08-31,Y116
R10085,AXM,HKT,KUL,Business,222.93,39.06,261.99,USD,2025-05-01,2025-08-31,J854
R10434,VOI,IAH,MLM,Economy,158.05,30.82,188.87,USD,2025-05-01,2025-08-31,Y263
R10930,LNI,KNO,DPS,Economy,175.0,35.69,210.69,USD,2025-05-01,2025-08-31,Y965
R10153,AXM,SDK,KUL,Business,475.49,82.09,557.58,USD,2025-05-01,2025-08-31,J484
R10075,AXM,SAI,KUL,Business,482.63,81.64,564.27,USD,2025-05-01,2025-08-31,J891
R11237,AAL,LAX,JFK,Economy,459.68,70.42,530.1,USD,2025-05-01,2025-08-31,Y469
R11297,AXM,BKI,SZX,First,1068.13,149.54,1217.67,USD,2025-05-01,2025-08-31,F356
R10789,VOI,PVR,BJX,Business,183.86,24.54,208.4,USD,2025-05-01,2025-08-31,J241
R10580,VOI,ORD,MEX,Economy,284.08,40.8,324.88,USD,2025-05-01,2025-08-31,Y783
R10446,VOI,TGZ,CUN,Economy,132.62,19.7,152.32,USD,2025-05-01,2025-08-31,Y602
R10703,VOI,GDL,PVR,Business,171.92,30.59,202.51,USD,2025-05-01,2025-08-31,J154
R10188,AXM,SDK,BKI,Economy,52.74,7.89,60.63,USD,2025-05-01,2025-08-31,Y469
R10271,AXM,KUL,CGK,Business,376.64,63.56,440.2,USD,2025-05-01,2025-08-31,J489
R10884,VOI,MEX,HMO,Economy,165.4,35.08,200.48,USD,2025-05-01,2025-08-31,Y927
R10236,AXM,WUH,BKI,Economy,271.06,43.73,314.79,USD,2025-05-01,2025-08-31,Y292
R10487,VOI,DGO,TIJ,Business,480.68,69.67,550.35,USD,2025-05-01,2025-08-31,J426
R11254,EVA,DFW,SEA,Economy,481.37,78.61,559.98,USD,2025-05-01,2025-08-31,Y117
R10559,VOI,MID,NLU,Business,324.32,46.32,370.64,USD,2025-05-01,2025-08-31,J840
R10117,AXM,KUL,TGG,Business,186.2,31.13,217.33,USD,2025-05-01,2025-08-31,J383
R10637,VOI,CJS,GDL,Business,434.63,68.07,502.7,USD,2025-05-01,2025-08-31,J925
R11168,LNI,PKU,BTH,Economy,38.17,6.48,44.65,USD,2025-05-01,2025-08-31,Y423
R10801,VOI,GDL,PXM,Business,342.66,49.0,391.66,USD,2025-05-01,2025-08-31,J272
R10750,VOI,GDL,ONT,Economy,248.67,43.36,292.03,USD,2025-05-01,2025-08-31,Y909
R10512,VOI,GDL,TRC,Economy,79.41,16.62,96.03,USD,2025-05-01,2025-08-31,Y243
R10633,VOI,BJX,ORD,Business,938.38,144.24,1082.62,USD,2025-05-01,2025-08-31,J904
R10918,LNI,PNK,CGK,Economy,75.32,9.19,84.51,USD,2025-05-01,2025-08-31,Y491
R11102,LNI,SUB,TRK,Economy,107.68,13.62,121.3,USD,2025-05-01,2025-08-31,Y146
R10907,VOI,OAX,MID,Business,288.25,47.34,335.59,USD,2025-05-01,2025-08-31,J831
R11000,LNI,UPG,AMQ,Economy,90.47,19.0,109.47,USD,2025-05-01,2025-08-31,Y919
R10126,AXM,KUL,KBV,Economy,88.34,16.75,105.09,USD,2025-05-01,2025-08-31,Y977
R10790,VOI,MEX,DFW,Economy,185.6,30.12,215.72,USD,2025-05-01,2025-08-31,Y598
R10829,VOI,BJX,MDW,Business,753.2,128.18,881.38,USD,2025-05-01,2025-08-31,J565
R10116,AXM,KUL,TGG,Economy,61.53,10.3,71.83,USD,2025-05-01,2025-08-31,Y365
R10473,VOI,MEX,CTM,Business,397.29,44.63,441.92,USD,2025-05-01,2025-08-31,J774
R10740,VOI,BJX,SMF,Economy,271.41,59.64,331.05,USD,2025-05-01,2025-08-31,Y284
R11097,LNI,TIM,UPG,Business,367.98,37.21,405.19,USD,2025-05-01,2025-08-31,J429
R10057,AXM,KUL,PQC,Business,320.85,34.96,355.81,USD,2025-05-01,2025-08-31,J807
R10603,VOI,TIJ,GDL,Business,537.16,56.31,593.47,USD,2025-05-01,2025-08-31,J170
R10786,VOI,GUA,CUN,Economy,129.63,23.21,152.84,USD,2025-05-01,2025-08-31,Y788
R10830,VOI,MEX,CZM,Economy,181.64,27.74,209.38,USD,2025-05-01,2025-08-31,Y102
R10119,AXM,KUL,KMG,Business,704.75,95.28,800.03,USD,2025-05-01,2025-08-31,J830
R10656,VOI,LAX,UPN,Economy,277.88,42.24,320.12,USD,2025-05-01,2025-08-31,Y308
R11043,LNI,AMQ,UPG,Business,234.41,40.22,274.63,USD,2025-05-01,2025-08-31,J866
R10669,VOI,CUN,MEX,Business,566.15,99.42,665.57,USD,2025-05-01,2025-08-31,J784
R10105,AXM,KUL,SGN,Business,347.49,45.42,392.91,USD,2025-05-01,2025-08-31,J509
R10635,VOI,TLC,CUN,Business,431.77,56.18,487.95,USD,2025-05-01,2025-08-31,J872
R10369,VOI,ZIH,GDL,Business,210.31,27.94,238.25,USD,2025-05-01,2025-08-31,J792
R10268,AXM,DPS,KUL,Economy,228.14,29.08,257.22,USD,2025-05-01,2025-08-31,Y900
R10655,VOI,MLM,DFW,Business,442.67,79.02,521.69,USD,2025-05-01,2025-08-31,J580
R10819,VOI,MLM,IAH,Business,488.76,82.43,571.19,USD,2025-05-01,2025-08-31,J795
R10822,VOI,TAP,MEX,Economy,134.67,17.87,152.54,USD,2025-05-01,2025-08-31,Y986
R10991,LNI,UPG,KOE,Business,195.1,32.58,227.68,USD,2025-05-01,2025-08-31,J677
R10046,AXM,DRW,KUL,Economy,359.25,43.39,402.64,USD,2025-05-01,2025-08-31,Y936
R10349,AXM,MFM,KUL,Business,667.53,117.24,784.77,USD,2025-05-01,2025-08-31,J144
R11121,LNI,BTH,PNK,Business,211.27,29.77,241.04,USD,2025-05-01,2025-08-31,J732
R10876,VOI,SJC,MLM,Economy,292.87,55.15,348.02,USD,2025-05-01,2025-08-31,Y881
R10773,VOI,TIJ,CUL,Business,396.58,52.51,449.09,USD,2025-05-01,2025-08-31,J288
R10195,AXM,JHB,SGN,Business,321.48,54.31,375.79,USD,2025-05-01,2025-08-31,J216
R10102,AXM,BKI,SBW,Economy,71.64,8.93,80.57,USD,2025-05-01,2025-08-31,Y586
R10004,AXM,TRZ,KUL,Economy,237.5,50.0,287.5,USD,2025-05-01,2025-08-31,Y980
R10619,VOI,GUA,MEX,Business,353.69,60.38,414.07,USD,2025-05-01,2025-08-31,J116
R10571,VOI,GDL,FAT,Business,662.7,84.14,746.84,USD,2025-05-01,2025-08-31,J402
R10052,AXM,SBW,JHB,Economy,100.05,16.89,116.94,USD,2025-05-01,2025-08-31,Y966
R10263,AXM,JHB,BKI,Business,568.17,79.33,647.5,USD,2025-05-01,2025-08-31,J137
R11277,VOI,GDL,PBC,Economy,83.04,15.85,98.89,USD,2025-09-01,2025-12-31,Y186
R10443,VOI,MXL,MEX,Business,648.12,74.46,722.58,USD,2025-05-01,2025-08-31,J630
R11270,AXM,TRZ,KUL,Business,700.57,98.87,799.44,USD,2025-09-01,2025-12-31,J385
R10782,VOI,TGZ,TIJ,Economy,372.99,56.45,429.44,USD,2025-05-01,2025-08-31,Y497
R10837,VOI,MEX,MXL,Business,703.93,118.4,822.33,USD,2025-05-01,2025-08-31,J907
R10994,LNI,TJQ,PGK,Economy,36.37,7.89,44.26,USD,2025-05-01,2025-08-31,Y703
R10691,VOI,MCO,MEX,Business,780.21,133.87,914.08,USD,2025-05-01,2025-08-31,J143
R10304,AXM,KUL,COK,Economy,263.97,42.64,306.61,USD,2025-05-01,2025-08-31,Y305
R10341,AXM,SIN,LGK,Business,217.39,38.85,256.24,USD,2025-05-01,2025-08-31,J233
R11058,LNI,CGK,DPS,Economy,106.12,21.64,127.76,USD,2025-05-01,2025-08-31,Y674
R10313,AXM,BKI,KUL,Business,498.88,65.64,564.52,USD,2025-05-01,2025-08-31,J370
R10149,AXM,BKI,SZX,Business,519.64,67.3,586.94,USD,2025-05-01,2025-08-31,J720
R10124,AXM,TWU,CAN,Economy,219.78,35.51,255.29,USD,2025-05-01,2025-08-31,Y311
R11153,LNI,CGK,DJJ,Business,774.84,121.16,896.0,USD,2025-05-01,2025-08-31,J794
R10574,VOI,TPQ,LAX,Economy,310.04,53.18,363.22,USD,2025-05-01,2025-08-31,Y188
R10697,VOI,GDL,LAX,Business,678.04,99.65,777.69,USD,2025-05-01,2025-08-31,J870
R10664,VOI,GDL,MCO,Economy,306.24,56.4,362.64,USD,2025-05-01,2025-08-31,Y602
R10050,AXM,PEN,SGN,Economy,100.8,18.19,118.99,USD,2025-05-01,2025-08-31,Y834
R11011,LNI,JED,CGK,Business,1369.4,213.67,1583.07,USD,2025-05-01,2025-08-31,J701
R10958,LNI,SOQ,UPG,Economy,130.18,18.72,148.9,USD,2025-05-01,2025-08-31,Y427
R10726,VOI,PBC,CUN,Economy,149.05,25.1,174.15,USD,2025-05-01,2025-08-31,Y178
R10799,VOI,ACA,TIJ,Business,774.19,82.54,856.73,USD,2025-05-01,2025-08-31,J131
R10833,VOI,TQO,GDL,Business,172.26,28.94,201.2,USD,2025-05-01,2025-08-31,J914
R10353,VOI,LAS,MEX,Business,902.31,140.65,1042.96,USD,2025-05-01,2025-08-31,J501
R11247,AAL,HND,LAX,Economy,914.81,115.77,1030.58,USD,2025-05-01,2025-08-31,Y786
R10142,AXM,KUL,HKT,Economy,82.07,10.52,92.59,USD,2025-05-01,2025-08-31,Y119
R10470,VOI,RNO,GDL,Economy,260.51,56.18,316.69,USD,2025-05-01,2025-08-31,Y381
R10882,VOI,MEX,OAK,Economy,316.73,58.3,375.03,USD,2025-05-01,2025-08-31,Y650
R10971,LNI,KNO,SUB,Business,435.95,46.18,482.13,USD,2025-05-01,2025-08-31,J274
R10653,VOI,CUN,TIJ,Business,940.46,121.08,1061.54,USD,2025-05-01,2025-08-31,J367
R10399,VOI,TLC,SJD,Business,433.81,68.32,502.13,USD,2025-05-01,2025-08-31,J398
R10511,VOI,GDL,ORD,Business,707.83,97.61,805.44,USD,2025-05-01,2025-08-31,J567
R11244,AAL,LAX,TPE,Economy,1238.64,248.08,1486.72,USD,2025-05-01,2025-08-31,Y556
R10320,AXM,KUL,CCJ,Economy,282.98,53.8,336.78,USD,2025-05-01,2025-08-31,Y764
R10019,AXM,KUL,SAI,Business,416.49,44.76,461.25,USD,2025-05-01,2025-08-31,J871
R10684,VOI,DFW,MEX,Economy,166.06,31.51,197.57,USD,2025-05-01,2025-08-31,Y407
R10035,AXM,HKG,BKI,Business,534.95,78.47,613.42,USD,2025-05-01,2025-08-31,J635
R10824,VOI,PVR,GDL,Economy,60.99,11.96,72.95,USD,2025-05-01,2025-08-31,Y792
R10902,VOI,MTY,GDL,Economy,88.97,17.56,106.53,USD,2025-05-01,2025-08-31,Y687
R10505,VOI,TIJ,MLM,Business,623.35,111.66,735.01,USD,2025-05-01,2025-08-31,J796
R10827,VOI,MEX,MID,Business,310.71,50.82,361.53,USD,2025-05-01,2025-08-31,J887
R11207,LNI,DJJ,UPG,Business,474.07,73.74,547.81,USD,2025-05-01,2025-08-31,J430
R10407,VOI,CEN,GDL,Business,422.97,44.58,467.55,USD,2025-05-01,2025-08-31,J346
R10920,LNI,JED,UPG,Economy,740.13,114.28,854.41,USD,2025-05-01,2025-08-31,Y679
R10817,VOI,GDL,HMO,Business,457.37,65.45,522.82,USD,2025-05-01,2025-08-31,J431
R10866,VOI,VER,TIJ,Economy,243.35,42.67,286.02,USD,2025-05-01,2025-08-31,Y714
R10537,VOI,TGZ,GDL,Business,440.8,77.84,518.64,USD,2025-05-01,2025-08-31,J385
R10758,VOI,CUN,PBC,Economy,139.15,27.09,166.24,USD,2025-05-01,2025-08-31,Y671
R11159,LNI,DPS,CGK,Business,294.19,38.48,332.67,USD,2025-05-01,2025-08-31,J959
R11039,LNI,DPS,BPN,Business,213.59,32.22,245.81,USD,2025-05-01,2025-08-31,J226
R10038,AXM,TRV,KUL,Economy,238.74,44.06,282.8,USD,2025-05-01,2025-08-31,Y568
R10175,AXM,LOP,KUL,Business,537.28,84.68,621.96,USD,2025-05-01,2025-08-31,J600
R10245,AXM,KUL,MFM,Business,898.91,136.47,1035.38,USD,2025-05-01,2025-08-31,J257
R10810,VOI,GDL,IAH,Economy,150.4,31.02,181.42,USD,2025-05-01,2025-08-31,Y189
R11176,LNI,BTH,KNO,Economy,75.82,11.62,87.44,USD,2025-05-01,2025-08-31,Y885
R11106,LNI,SUB,AMQ,Economy,169.64,28.67,198.31,USD,2025-05-01,2025-08-31,Y868
R11079,LNI,MDC,UPG,Business,241.43,32.26,273.69,USD,2025-05-01,2025-08-31,J439
R10784,VOI,CEN,TIJ,Economy,115.89,19.21,135.1,USD,2025-05-01,2025-08-31,Y276
R10985,LNI,UPG,CGK,Business,329.95,58.79,388.74,USD,2025-05-01,2025-08-31,J584
R11281,LNI,MKQ,DJJ,Economy,78.42,13.33,91.75,USD,2025-09-01,2025-12-31,Y663
R10489,VOI,BJX,OAK,Business,730.84,78.74,809.58,USD,2025-05-01,2025-08-31,J397
R10154,AXM,LGK,KUL,Economy,65.4,12.52,77.92,USD,2025-05-01,2025-08-31,Y177
R10638,VOI,GDL,RNO,Economy,285.58,35.92,321.5,USD,2025-05-01,2025-08-31,Y522
R10961,LNI,DPS,SOC,Business,200.5,27.21,227.71,USD,2025-05-01,2025-08-31,J371
R10662,VOI,MXL,CUL,Economy,134.87,23.61,158.48,USD,2025-05-01,2025-08-31,Y801
R10853,VOI,DFW,MLM,Business,594.66,82.19,676.85,USD,2025-05-01,2025-08-31,J334
R10942,LNI,UPG,DPS,Economy,59.68,11.37,71.05,USD,2025-05-01,2025-08-31,Y245
R10287,AXM,JHB,KUL,Business,129.04,17.46,146.5,USD,2025-05-01,2025-08-31,J453
R10625,VOI,CJS,MEX,Business,569.35,70.11,639.46,USD,2025-05-01,2025-08-31,J935
R11221,DAL,ORD,MIA,Economy,302.45,57.25,359.7,USD,2025-05-01,2025-08-31,Y148
R10685,VOI,DFW,MEX,Business,494.66,83.02,577.68,USD,2025-05-01,2025-08-31,J769
R11103,LNI,SUB,TRK,Business,291.68,35.95,327.63,USD,2025-05-01,2025-08-31,J845
R10322,AXM,BTU,BKI,Economy,63.7,10.78,74.48,USD,2025-05-01,2025-08-31,Y199
R10569,VOI,MEX,CUU,Business,531.4,67.2,598.6,USD,2025-05-01,2025-08-31,J848
R11290,VOI,AGU,TIJ,First,1044.73,146.26,1190.99,USD,2025-05-01,2025-08-31,F316
R10734,VOI,MEX,MZT,Economy,110.86,23.8,134.66,USD,2025-05-01,2025-08-31,Y305
R11001,LNI,UPG,AMQ,Business,262.37,46.86,309.23,USD,2025-05-01,2025-08-31,J250
R10792,VOI,CUN,MLM,Economy,203.14,27.9,231.04,USD,2025-05-01,2025-08-31,Y270
R10017,AXM,JAI,KUL,Business,1013.92,170.82,1184.74,USD,2025-05-01,2025-08-31,J200
R10127,AXM,KUL,KBV,Business,275.31,40.21,315.52,USD,2025-05-01,2025-08-31,J588
R10927,LNI,SRG,DPS,Business,155.95,25.47,181.42,USD,2025-05-01,2025-08-31,J854
R10980,LNI,UPG,GTO,Economy,67.98,8.5,76.48,USD,2025-05-01,2025-08-31,Y685
R11274,VOI,OAK,MEX,Business,1179.12,149.35,1328.47,USD,2025-09-01,2025-12-31,J696
R10190,AXM,KUL,ATQ,Economy,349.25,43.5,392.75,USD,2025-05-01,2025-08-31,Y155
R10992,LNI,UPG,MDC,Economy,76.83,15.0,91.83,USD,2025-05-01,2025-08-31,Y783
R11268,AXM,BKI,PEN,Business,498.56,78.08,576.64,USD,2025-09-01,2025-12-31,J160
R10606,VOI,MEX,MTY,Economy,109.09,21.05,130.14,USD,2025-05-01,2025-08-31,Y530
R10180,AXM,MNL,KUL,Economy,232.87,40.83,273.7,USD,2025-05-01,2025-08-31,Y452
R10301,AXM,LBJ,KUL,Business,629.29,94.52,723.81,USD,2025-05-01,2025-08-31,J140
R10496,VOI,TRC,GDL,Economy,89.8,19.46,109.26,USD,2025-05-01,2025-08-31,Y320
R11122,LNI,UPG,KDI,Economy,40.44,5.31,45.75,USD,2025-05-01,2025-08-31,Y208
R11131,LNI,PNK,SUB,Business,294.13,31.8,325.93,USD,2025-05-01,2025-08-31,J362
R10517,VOI,MEX,ORD,Business,809.22,133.73,942.95,USD,2025-05-01,2025-08-31,J477
R10476,VOI,CUN,TLC,Economy,183.93,23.57,207.5,USD,2025-05-01,2025-08-31,Y756
R10157,AXM,KUL,UPG,Business,557.9,91.74,649.64,USD,2025-05-01,2025-08-31,J915
R10016,AXM,JAI,KUL,Economy,330.74,70.22,400.96,USD,2025-05-01,2025-08-31,Y553
R10546,VOI,GDL,OAK,Economy,250.47,53.2,303.67,USD,2025-05-01,2025-08-31,Y771
R10658,VOI,MEX,PXM,Economy,88.05,17.09,105.14,USD,2025-05-01,2025-08-31,Y116
R11066,LNI,CGK,BDJ,Economy,84.26,11.29,95.55,USD,2025-05-01,2025-08-31,Y126
R11019,LNI,KNO,BPN,Business,467.71,52.15,519.86,USD,2025-05-01,2025-08-31,J723
R11090,LNI,CGK,UPG,Economy,143.72,21.75,165.47,USD,2025-05-01,2025-08-31,Y159
R10959,LNI,SOQ,UPG,Business,340.75,58.21,398.96,USD,2025-05-01,2025-08-31,J190
R11223,DAL,MIA,ORD,Economy,292.31,35.46,327.77,USD,2025-05-01,2025-08-31,Y357
R10283,AXM,SIN,PEN,Business,210.62,25.12,235.74,USD,2025-05-01,2025-08-31,J697
R10797,VOI,TIJ,NLU,Business,657.29,91.76,749.05,USD,2025-05-01,2025-08-31,J801
R10225,AXM,TGG,KUL,Business,192.41,30.99,223.4,USD,2025-05-01,2025-08-31,J279
R10026,AXM,SWA,KUL,Economy,269.5,37.46,306.96,USD,2025-05-01,2025-08-31,Y322
R10437,VOI,LAX,GDL,Business,642.83,104.32,747.15,USD,2025-05-01,2025-08-31,J475
R11262,EVA,HND,LAX,Economy,1472.34,311.28,1783.62,USD,2025-05-01,2025-08-31,Y914
R10229,AXM,KUL,DAD,Business,513.9,65.09,578.99,USD,2025-05-01,2025-08-31,J786
R10037,AXM,BKI,PVG,Business,778.13,92.67,870.8,USD,2025-05-01,2025-08-31,J505
R10749,VOI,MTY,TIJ,Business,696.47,121.1,817.57,USD,2025-05-01,2025-08-31,J990
R11045,LNI,YIA,KNO,Business,457.59,51.72,509.31,USD,2025-05-01,2025-08-31,J685
R10469,VOI,MLM,LAX,Business,738.9,123.89,862.79,USD,2025-05-01,2025-08-31,J356
R11111,LNI,BPN,CGK,Business,344.53,56.29,400.82,USD,2025-05-01,2025-08-31,J484
R11276,VOI,LAS,MEX,Business,974.49,151.9,1126.39,USD,2025-09-01,2025-12-31,J501
R10687,VOI,BJX,PVR,Business,218.65,28.5,247.15,USD,2025-05-01,2025-08-31,J665
