flight_id,aircraftAge,aircraftType,airlineCode,airlineName,airlinePhone,arrivalAirportHelpline,arrivalDeviation,boardingStatus,delay,departureAirportHelpline,departureDeviation,destAirport,distance,duration,durationStr,flightNumber,flightUniqueId,isArrivalDelayed,isDepartureDelayed,nextDayCount,onTimeAccuracy,originAirport,providerStatus,status,statusMap,technicalStop,terminalInfo,timings
985_2025-06-04_TIM_UPG,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 411 550123,"{""deviatedTime"":{""S"":""13:15""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""30m Delay""},""deviationTime"":{""N"":""1749014100000""},""deviatedDate"":{""S"":""Mon, 04 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""11:44""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""49m Delay""},""deviationTime"":{""N"":""1749005040000""},""deviatedDate"":{""S"":""Mon, 04 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",1920,10200000,2h 50m,985,JT985TIMUPG04062025,,,0,66.67%,"{""code"":{""S"":""TIM""},""cityName"":{""S"":""Tembagapura""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-4.53438""},""name"":{""S"":""Timika""},""timeZone"":{""S"":""Asia/Jayapura""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""136.888""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""6""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Mon, 04 Jun""},""scheduledArrTime"":{""N"":""1749012300000""},""actualArrTime"":{""N"":""1749014100000""},""scheduledDepartureDate"":{""S"":""Mon, 04 Jun""},""actualDepTime"":{""N"":""1749005040000""},""scheduledDepTime"":{""N"":""1749002100000""},""estimatedDepTime"":{""N"":""1749002100000""},""scheduledDepartureTime"":{""S"":""10:55""},""scheduledArrivalTime"":{""S"":""12:45""},""estimatedArrTime"":{""N"":""1749017700000""}}"
276_2025-06-02_YIA_PKU,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 761 674694,"{""deviatedTime"":{""S"":""20:45""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""25m Delay""},""deviationTime"":{""N"":""1748871900000""},""deviatedDate"":{""S"":""Sat, 02 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""18:57""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""47m Delay""},""deviationTime"":{""N"":""1748865420000""},""deviatedDate"":{""S"":""Sat, 02 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""PKU""},""cityName"":{""S"":""Pekanbaru""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""0.46416""},""name"":{""S"":""Simpang Tiga""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""101.43827""}}",1330,7800000,2h 10m,276,JT276YIAPKU02062025,,,0,56.67%,"{""code"":{""S"":""YIA""},""cityName"":{""S"":""Yogyakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.907459""},""name"":{""S"":""Yogyakarta International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""110.05448""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""C11-C16""},""departureGate"":{""S"":""""},""baggage"":{""S"":""1""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Sat, 02 Jun""},""scheduledArrTime"":{""N"":""1748870400000""},""actualArrTime"":{""N"":""1748871900000""},""scheduledDepartureDate"":{""S"":""Sat, 02 Jun""},""actualDepTime"":{""N"":""1748865420000""},""scheduledDepTime"":{""N"":""1748862600000""},""estimatedDepTime"":{""N"":""1748862600000""},""scheduledDepartureTime"":{""S"":""18:10""},""scheduledArrivalTime"":{""S"":""20:20""},""estimatedArrTime"":{""N"":""1748872080000""}}"
880_2025-06-11_UPG_AMQ,,B738,JT,Lion Airlines,'+62 8041778899,,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}",,,'+62 411 550123,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""AMQ""},""cityName"":{""S"":""Ambon""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-3.69469168161893""},""name"":{""S"":""Pattimura""},""timeZone"":{""S"":""Asia/Jayapura""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""128.09878284668""}}",956,6300000,1h 45m,880,JT880UPGAMQ11062025,,,0,86.67%,"{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""D""},""checkinCounter"":{""S"":""D9-D16""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledDepartureTime"":{""S"":""06:15""},""scheduledArrivalDate"":{""S"":""Mon, 12 Jun""},""scheduledArrTime"":{""N"":""1749686400000""},""scheduledDepartureDate"":{""S"":""Mon, 12 Jun""},""scheduledArrivalTime"":{""S"":""09:00""},""scheduledDepTime"":{""N"":""1749680100000""}}"
988_2025-06-02_BTH_PNK,,B738,JT,Lion Airlines,'+62 21 63798000,'+62 561 721560,"{""deviatedTime"":{""S"":""10:31""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""19m Early""},""deviationTime"":{""N"":""1748835060000""},""deviatedDate"":{""S"":""Sun, 8 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""09:33""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""2m Early""},""deviationTime"":{""N"":""1748831580000""},""deviatedDate"":{""S"":""Sun, 8 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""PNK""},""cityName"":{""S"":""Pontianak""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-0.14911""},""name"":{""S"":""Supadio""},""timeZone"":{""S"":""Asia/Pontianak""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""109.40277""}}",604,4500000,1h 15m,988,JT988BTHPNK02062025,,,0,93.33%,"{""code"":{""S"":""BTH""},""cityName"":{""S"":""Batam Centre""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""1.1247311554469""},""name"":{""S"":""Hang Nadim""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""104.111685682373""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""2-13""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Sun, 8 Jun""},""scheduledArrTime"":{""N"":""1748836200000""},""actualArrTime"":{""N"":""1748835060000""},""scheduledDepartureDate"":{""S"":""Sun, 8 Jun""},""actualDepTime"":{""N"":""1748831580000""},""scheduledDepTime"":{""N"":""1748831700000""},""estimatedDepTime"":{""N"":""1748831700000""},""scheduledDepartureTime"":{""S"":""09:35""},""scheduledArrivalTime"":{""S"":""10:50""},""estimatedArrTime"":{""N"":""1748835210000""}}"
866_2025-06-03_CGK_PKY,,B739,JT,Lion Airlines,'+62 8041778899,,"{""deviatedTime"":{""S"":""11:51""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""6m Delay""},""deviationTime"":{""N"":""1748926260000""},""deviatedDate"":{""S"":""Sat, 1 Feb""},""status"":{""S"":""Arrived""}}",,,'+62 21 5505179,"{""deviatedTime"":{""S"":""10:22""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""22m Delay""},""deviationTime"":{""N"":""1748920920000""},""deviatedDate"":{""S"":""Sat, 1 Feb""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""PKY""},""cityName"":{""S"":""Palangkaraya""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-2.2165999""},""name"":{""S"":""Palangkaraya""},""timeZone"":{""S"":""Asia/Pontianak""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""113.9333""}}",916,6300000,1h 45m,866,JT866CGKPKY03062025,,,0,33.33%,"{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""}}",,"{""departureTerminal"":{""S"":""T1A""},""checkinCounter"":{""S"":""A19-A23""},""departureGate"":{""S"":""A4""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""MAIN""}}","{""scheduledArrivalDate"":{""S"":""Sat, 1 Feb""},""scheduledArrTime"":{""N"":""1748925900000""},""actualArrTime"":{""N"":""1748926260000""},""scheduledDepartureDate"":{""S"":""Sat, 1 Feb""},""actualDepTime"":{""N"":""1748920920000""},""scheduledDepTime"":{""N"":""1748919600000""},""scheduledDepartureTime"":{""S"":""10:00""},""scheduledArrivalTime"":{""S"":""11:45""},""estimatedArrTime"":{""N"":""1748925960000""}}"
1897_2025-06-01_TTE_UPG,,B738,JT,Lion Airlines,'+62 21 63798000,'+62 411 550123,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}",,,,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",1087,6600000,1h 50m,1897,JT1897TTEUPG01062025,,,0,86.67%,"{""code"":{""S"":""TTE""},""cityName"":{""S"":""Ternate""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""0.78""},""name"":{""S"":""Babullah""},""timeZone"":{""S"":""Asia/Jayapura""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""127.37""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledDepartureTime"":{""S"":""11:15""},""scheduledArrivalDate"":{""S"":""Fri, 01 Jun""},""scheduledArrTime"":{""N"":""1748750700000""},""scheduledDepartureDate"":{""S"":""Fri, 01 Jun""},""scheduledArrivalTime"":{""S"":""12:05""},""scheduledDepTime"":{""N"":""1748744100000""}}"
665_2025-06-03_UPG_YIA,,B738,JT,Lion Airlines,'+62 21 63798000,,"{""deviatedTime"":{""S"":""21:46""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""2h 36m Delay""},""deviationTime"":{""N"":""1748961960000""},""deviatedDate"":{""S"":""Mon, 5 Jan""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,'+62 411 550123,"{""deviatedTime"":{""S"":""21:11""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""2h 56m Delay""},""deviationTime"":{""N"":""1748956260000""},""deviatedDate"":{""S"":""Mon, 5 Jan""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""YIA""},""cityName"":{""S"":""Yogyakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.907459""},""name"":{""S"":""Yogyakarta International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""110.05448""}}",1097,6360000,1h 46m,665,JT665UPGYIA03062025,,,0,36.67%,"{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""D""},""checkinCounter"":{""S"":""D9-D11""},""departureGate"":{""S"":""10""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Mon, 5 Jan""},""scheduledArrTime"":{""N"":""1748952600000""},""actualArrTime"":{""N"":""1748961960000""},""scheduledDepartureDate"":{""S"":""Mon, 5 Jan""},""actualDepTime"":{""N"":""1748956260000""},""scheduledDepTime"":{""N"":""1748945700000""},""estimatedDepTime"":{""N"":""1748950200000""},""scheduledDepartureTime"":{""S"":""18:15""},""scheduledArrivalTime"":{""S"":""19:10""},""estimatedArrTime"":{""N"":""1748962080000""}}"
644_2025-06-01_YIA_UPG,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 411 550123,"{""deviatedTime"":{""S"":""20:12""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""1h 37m Delay""},""deviationTime"":{""N"":""1748779920000""},""deviatedDate"":{""S"":""Sun, 7 Sep""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""17:36""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""1h 56m Delay""},""deviationTime"":{""N"":""1748774160000""},""deviatedDate"":{""S"":""Sun, 7 Sep""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",1097,6900000,1h 55m,644,JT644YIAUPG01062025,,,0,10.00%,"{""code"":{""S"":""YIA""},""cityName"":{""S"":""Yogyakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.907459""},""name"":{""S"":""Yogyakarta International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""110.05448""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""C11-C16""},""departureGate"":{""S"":""""},""baggage"":{""S"":""8""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Sun, 7 Sep""},""scheduledArrTime"":{""N"":""1748774100000""},""actualArrTime"":{""N"":""1748779920000""},""scheduledDepartureDate"":{""S"":""Sun, 7 Sep""},""actualDepTime"":{""N"":""1748774160000""},""scheduledDepTime"":{""N"":""1748767200000""},""estimatedDepTime"":{""N"":""1748767200000""},""scheduledDepartureTime"":{""S"":""15:40""},""scheduledArrivalTime"":{""S"":""18:35""},""estimatedArrTime"":{""N"":""1748780130000""}}"
127_2025-06-03_TJQ_CGK,,B738,JT,Lion Airlines,'+62 21 63798000,'+62 21 5505179,"{""deviatedTime"":{""S"":""08:52""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""3m Early""},""deviationTime"":{""N"":""1748915520000""},""deviatedDate"":{""S"":""Sun, 03 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""08:06""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""16m Delay""},""deviationTime"":{""N"":""1748912760000""},""deviatedDate"":{""S"":""Sun, 03 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",394,3900000,1h 5m,127,JT127TJQCGK03062025,,,0,63.33%,"{""code"":{""S"":""TJQ""},""cityName"":{""S"":""Tanjung Pandan""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-2.75""},""name"":{""S"":""Bulutumbang Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""107.65""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1B""}}","{""scheduledArrivalDate"":{""S"":""Sun, 03 Jun""},""scheduledArrTime"":{""N"":""1748915700000""},""actualArrTime"":{""N"":""1748915520000""},""scheduledDepartureDate"":{""S"":""Sun, 03 Jun""},""outGateTime"":{""N"":""1748912400000""},""actualDepTime"":{""N"":""1748912760000""},""scheduledDepTime"":{""N"":""1748911800000""},""estimatedDepTime"":{""N"":""1748911800000""},""scheduledDepartureTime"":{""S"":""07:50""},""scheduledArrivalTime"":{""S"":""08:55""},""estimatedArrTime"":{""N"":""1748915670000""}}"
920_2025-06-03_SUB_DPS,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 361 9351 011,"{""deviatedTime"":{""S"":""14:09""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""11m Early""},""deviationTime"":{""N"":""1748930940000""},""deviatedDate"":{""S"":""Sat, 1 Nov""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,'+62 31 2986700,"{""deviatedTime"":{""S"":""12:31""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""11m Delay""},""deviationTime"":{""N"":""1748928660000""},""deviatedDate"":{""S"":""Sat, 1 Nov""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""DPS""},""cityName"":{""S"":""Bali""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-8.74827""},""name"":{""S"":""Ngurah Rai""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""115.165""}}",303,3600000,"""1h """,920,JT920SUBDPS03062025,,,0,30.00%,"{""code"":{""S"":""SUB""},""cityName"":{""S"":""Surabaya""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.21738""},""name"":{""S"":""Juanda""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""112.72016""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""68-70,72-73""},""departureGate"":{""S"":""11""},""baggage"":{""S"":""D4""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Sat, 1 Nov""},""scheduledArrTime"":{""N"":""1748931600000""},""actualArrTime"":{""N"":""1748930940000""},""scheduledDepartureDate"":{""S"":""Sat, 1 Nov""},""outGateTime"":{""N"":""1748925240000""},""actualDepTime"":{""N"":""1748928660000""},""scheduledDepTime"":{""N"":""1748928000000""},""estimatedDepTime"":{""N"":""1748928000000""},""scheduledDepartureTime"":{""S"":""12:20""},""scheduledArrivalTime"":{""S"":""14:20""},""estimatedArrTime"":{""N"":""1748931060000""}}"
206_2025-06-04_CGK_KNO,,B39M,JT,Lion Airlines,'+62 21 63798000,'+62 61 88880300,"{""deviatedTime"":{""S"":""08:53""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""22m Early""},""deviationTime"":{""N"":""1749001980000""},""deviatedDate"":{""S"":""Mon, 04 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,'+62 21 5505179,"{""deviatedTime"":{""S"":""07:03""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""3m Delay""},""deviationTime"":{""N"":""1748995380000""},""deviatedDate"":{""S"":""Mon, 04 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""KNO""},""cityName"":{""S"":""Kuala Namu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""3.635369""},""name"":{""S"":""Kuala Namu International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""98.879016""}}",1392,8100000,2h 15m,206,JT206CGKKNO04062025,,,0,80.00%,"{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1A""},""checkinCounter"":{""S"":""A11-A23""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Mon, 04 Jun""},""scheduledArrTime"":{""N"":""1749003300000""},""actualArrTime"":{""N"":""1749001980000""},""scheduledDepartureDate"":{""S"":""Mon, 04 Jun""},""actualDepTime"":{""N"":""1748995380000""},""scheduledDepTime"":{""N"":""1748995200000""},""estimatedDepTime"":{""N"":""1748995200000""},""scheduledDepartureTime"":{""S"":""07:00""},""scheduledArrivalTime"":{""S"":""09:15""},""estimatedArrTime"":{""N"":""1749002280000""}}"
